variant,pca_variance,orientation_corr,mae,rmse,r2
clip_gt_0.9725,0.24240695265741197,0.5243769912408084,0.9693413237913672,1.2194147291256534,0.6761937932149965
clip_gt_0.975,0.24139976619429973,0.5238790721483644,1.0138597243221765,1.2655559417330318,0.6758086362252071
clip_gt_0.9775,0.24025286902680582,0.5232981742600846,1.0435047486505042,1.3253254735018296,0.6661903895903298
clip_gt_0.98,0.23984598752152633,0.5230677206643545,1.0402289505828297,1.34798489010706,0.660762528278048
clip_gt_0.97,0.24294778535047648,0.5249904484069327,0.9704754138608979,1.2353864463279585,0.6414675249620885
clip_gt_0.965,0.2433982686869323,0.5256190455859274,0.999340477213757,1.2579916821484545,0.5969394718097265
