id_str,negative_probability,sentiment_label
1547507634802028544,0.7221687436103821,negative
1550272012530388992,0.9975935816764832,negative
1547051527327850497,0.08632975071668625,positive
1547147041293631488,0.030625004321336746,positive
1551103962572804097,0.578004777431488,negative
1550236617662935041,0.9147299528121948,negative
1552567080846643200,0.0007483906811103225,positive
1545981113104879616,0.999053418636322,negative
1563889023508045824,0.9975897073745728,negative
1559807173873397760,0.9870544075965881,negative
1563889066487083008,0.9703463315963745,negative
1563889028398993409,0.9645656943321228,negative
1562669475715231745,0.9184014201164246,negative
1561928874560143360,0.019688813015818596,positive
1554010805993369601,0.8097250461578369,negative
1561519757903294464,0.0059141432866454124,positive
1561988622277959680,0.018598785623908043,neutral
1562771798160130049,0.12937510013580322,neutral
1563889031091568643,0.44756749272346497,negative
1562046999532392450,0.010752054862678051,neutral
1558273619717148673,0.006647664587944746,positive
1554343163032002562,0.9933816194534302,negative
1556931309225648128,0.9933359622955322,negative
1561528237368709120,0.0008164820610545576,neutral
1563889033842896896,0.6535874605178833,negative
1563902717185359873,0.9866476058959961,negative
1562267434153025538,0.9993613362312317,negative
1574945468760858624,0.9835853576660156,negative
1565253029007306752,0.03625525161623955,positive
1575084555824173058,0.9519823789596558,negative
1565995927508099073,0.0595535971224308,positive
1565994241691914242,0.9701767563819885,negative
1568770398296350721,0.6633380055427551,negative
1565971567527440384,0.007213324774056673,neutral
1570972475865075713,0.001662357710301876,positive
1572409775731929091,0.9973796606063843,negative
1566285354206109696,0.9896713495254517,negative
1567402555038388226,0.998295247554779,negative
1565954366842220546,0.0010936289327219129,neutral
1566382505132888064,0.9986512064933777,negative
1566394848340774912,0.9820736646652222,negative
1566030767557607424,0.9811263680458069,negative
1571862884988375043,0.010158413089811802,neutral
1567211670103277569,0.9741423726081848,negative
1581145924914491392,0.9589234590530396,negative
1582972378249732097,0.9802323579788208,negative
1580378557641293824,0.13110344111919403,positive
1584465808520273920,0.9630054831504822,negative
1585231714896711681,0.0037741628475487232,positive
1582924081942306816,0.7522534132003784,negative
1580085059159486464,0.17484252154827118,positive
1580484912838156288,0.011275891214609146,positive
1585679460866539521,0.21860870718955994,neutral
1580089164888158208,0.21662311255931854,neutral
1577473814749151233,0.9968475699424744,negative
1577597342227648512,0.002323559019714594,positive
1580138624909471746,0.045647382736206055,neutral
1580020882755682306,0.011095372959971428,neutral
1576866188625575942,0.9877776503562927,negative
1577263144203714561,0.9987143278121948,negative
1576049709483167744,0.007997390814125538,positive
1581478338656624640,0.010808883234858513,positive
1588147537139359744,0.3735009431838989,neutral
1596681001647816704,0.9947105646133423,negative
1588714564514115585,0.9990043044090271,negative
1593749628616601600,0.0003726129652932286,neutral
1597757357156491265,0.9978476762771606,negative
1587941137582796801,0.19498279690742493,neutral
1595778529995927553,0.9979196190834045,negative
1594288016239235073,0.5333192348480225,negative
1589159832837554176,0.9637088179588318,negative
1597884502042628098,0.00136225123424083,positive
1592658708642701313,0.9988947510719299,negative
1587444498149539840,0.9911092519760132,negative
1594330078107734016,0.5407096147537231,negative
1596785789920514048,0.9993603825569153,negative
1592103074905980928,0.989440381526947,negative
1597218647159676930,0.9945802092552185,negative
1590944403577004033,0.07922445237636566,neutral
1593083819330260992,0.005113342311233282,positive
1592049054229401600,0.03508956730365753,neutral
1587596760536317952,0.9729604125022888,negative
1605203694769025024,0.2796440124511719,positive
1603434913558310912,0.9817472100257874,negative
1600243450644901889,0.0004907429101876915,neutral
1600493156675510272,0.9973276853561401,negative
1604361871607230464,0.0021967131178826094,positive
1606245517620412416,0.9941574335098267,negative
1604072312742957056,0.2555443346500397,neutral
1599304915712905218,0.015244307927787304,positive
1606848993237307392,0.9655491709709167,negative
1606928567354667008,0.034426622092723846,positive
1599071919764307969,0.04584077000617981,neutral
1602835111527211010,0.06594005227088928,neutral
1606113649956773888,0.0020508936140686274,positive
1606305274544869376,0.8936609625816345,negative
1599698248411017216,0.020246682688593864,positive
1605777136354177024,0.049750830978155136,neutral
1599924251318177793,0.49342942237854004,negative
1604735078881710080,0.0005933480570092797,neutral
1604453928246030337,0.0008859242661856115,positive
1613961125569388544,0.0036035107914358377,neutral
1616798440067043330,0.9972178936004639,negative
1612328712212713473,0.05317886173725128,positive
1620406384813821952,0.007342280354350805,neutral
1617485753902301185,0.0014925980940461159,positive
1613532029102206976,0.01778140664100647,positive
1617909813404659712,0.6769155263900757,negative
1610274632904630273,0.1712716966867447,positive
1619597338070351872,0.9916017651557922,negative
1613032781021609987,0.16170969605445862,neutral
1618778345457733633,0.997614860534668,negative
1609414114530496512,0.010582566261291504,neutral
1618863769605771264,0.32572105526924133,positive
1618218489768194048,0.01541921403259039,positive
1613408618334015489,0.46221140027046204,negative
1628607905124712448,0.4916667640209198,neutral
1622091851556859904,0.9916446805000305,negative
1630403588009889793,0.9713476896286011,negative
1630477780684263424,0.04137565568089485,neutral
1621822522089144320,0.0009827791946008801,positive
1627483988045725696,0.9976683259010315,negative
1627891308462505984,0.011801923625171185,neutral
1620669770809966593,0.6648675203323364,negative
1623125814031314944,0.22685304284095764,positive
1627899681627062274,0.0007885228260420263,neutral
1625870198317412352,0.0341658778488636,neutral
1629464493620363266,0.023837752640247345,positive
1621470236796133378,0.01128028891980648,neutral
1622146628194045954,0.006894233636558056,neutral
1625327751409586179,0.008492600172758102,neutral
1622120261670797312,0.9767879247665405,negative
1624272237661659137,0.8701770901679993,negative
1633819420505309184,0.6889638900756836,negative
1640670278845075460,0.9956984519958496,negative
1641333566641688576,0.9198731184005737,negative
1636123266602639360,0.8048047423362732,negative
1639925735929397249,0.4482549726963043,neutral
1630763614096457730,0.8508570194244385,negative
1632294780851077120,0.8786296844482422,negative
1639960086973136902,0.9926369190216064,negative
1634823517731692545,0.0024174205027520657,neutral
1641290896640724992,0.011981228366494179,positive
1641346626034827266,0.9975678324699402,negative
1635542941463875584,0.018998079001903534,neutral
1639266845818601479,0.45827236771583557,positive
1638370590011822085,0.922126829624176,negative
1634752824658755584,0.09637660533189774,positive
1641725034778759171,0.0029177735559642315,neutral
1630771736945004544,0.0011346446117386222,neutral
1647043874844712961,0.003951393533498049,positive
1651080644007718914,0.9977593421936035,negative
1647540089894113283,0.992563784122467,negative
1651142778339094528,0.9959795475006104,negative
1646358112201498624,0.9979872703552246,negative
1642348347985137664,0.9981297850608826,negative
1652074087450308608,0.004922876600176096,positive
1650690180762972160,0.23693490028381348,neutral
1650490271514394624,0.04992524906992912,positive
1644936084844064768,0.5427327156066895,negative
1645316904050102277,0.03243917599320412,positive
1642515135519682561,0.017214450985193253,positive
1651454801329405956,0.08603967726230621,positive
1648130502614974464,0.6913855671882629,negative
1647948023337721859,0.9990359544754028,negative
1649069988593156097,0.9326052665710449,negative
1662457555430551552,0.46105265617370605,positive
1661961858767785985,0.021442009136080742,neutral
1660296309738446848,0.012423012405633926,neutral
1653714456625704960,0.9822412133216858,negative
1657298377363832832,0.0003539955650921911,positive
1662703532791980032,0.0016817959258332849,positive
1659472469709950976,0.0005453289486467838,neutral
1657998892691251200,0.5314911007881165,negative
1659450295032909824,0.6972650289535522,negative
1662806756853190657,0.00322602316737175,positive
1661374103146643459,0.006250435020774603,neutral
1663582290293960705,0.843248724937439,negative
1657975419596062720,0.9538664817810059,negative
1654134046107250688,0.11213997006416321,positive
1654027383866019845,0.993935763835907,negative
1667030282002919424,0.08006741851568222,neutral
1674012826917310465,0.9976215958595276,negative
1673269689437528064,0.9983927607536316,negative
1673987688326742018,0.03733481466770172,neutral
1670834728109498368,0.9954999089241028,negative
1668230112410730497,0.8592038154602051,negative
1671533997305008129,0.9005905389785767,negative
1665155300331261952,0.04349498823285103,positive
1668363114277138442,0.01165845338255167,neutral
1665725392207122432,0.0025784189347177744,neutral
1672630130676744192,0.990402102470398,negative
1664675192226840588,0.2023686021566391,neutral
1674718587054088198,0.9950352907180786,negative
1671519453035610112,0.013834063895046711,neutral
1667913764887486465,0.02765471115708351,neutral
1664198139769950209,0.01927318051457405,neutral
1673357321169440773,0.003995655570179224,neutral
1664869377836191744,0.887270450592041,negative
1678666810932219904,0.9986658096313477,negative
1684171879031148544,0.47599372267723083,negative
1684171876388732930,0.008387000299990177,positive
1678231669839482886,0.9919266700744629,negative
1675477126466904066,0.9991494417190552,negative
1682922012594040832,0.016084399074316025,positive
1677585472586145793,0.023932795971632004,positive
1680913302904504320,0.025888755917549133,positive
1675447204486746112,0.8432512879371643,negative
1677915949972832257,0.14093555510044098,positive
1676135753255129091,0.9983296990394592,negative
1682449190578946048,0.9980939030647278,negative
1676876455203180546,0.0031939346808940172,positive
1682606138377007105,0.4980875849723816,negative
1680940371940102144,0.03376303240656853,positive
1684094673835655168,0.058129772543907166,neutral
1693320772612493377,0.9982596039772034,negative
1696148959633502404,0.042467985302209854,positive
1687761143941709824,0.9980323910713196,negative
1686610792702201856,0.0004467786056920886,positive
1696519720441397280,0.0017559098778292537,positive
1686646061702807552,0.9992498755455017,negative
1691035680263290881,0.7259144186973572,negative
1695673515301847250,0.9312723278999329,negative
1696441136993517579,0.11459048092365265,positive
1689487307211161600,0.0017830251017585397,positive
1696126566248640670,0.9931113719940186,negative
1695752894438662312,0.9991362690925598,negative
1692396668665446436,0.23953674733638763,positive
1686294168455487488,0.02218065969645977,positive
1690389998376513537,0.9822688102722168,negative
1706133855198200083,0.0026696883141994476,positive
1705103276205883438,0.0799221619963646,positive
1700408532858986786,0.8529657125473022,negative
1701104343494352935,0.8972059488296509,negative
1702125779449262097,0.998740017414093,negative
1702983704279392501,0.02618587389588356,positive
1701662577636565419,0.025414593517780304,neutral
1705145205136228522,0.9616355895996094,negative
1706505542024462465,0.006695754360407591,positive
1698283390020301084,0.0010816045105457306,positive
1701501801953190304,0.02916429005563259,positive
1697579362776953103,0.0009463647147640586,neutral
1701180029970116732,0.9989286065101624,negative
1704844846815752404,0.9991963505744934,negative
1699268761147351521,0.9989203214645386,negative
1706117335675986044,0.007114065811038017,positive
1704838398186607058,0.05453218147158623,neutral
1697469819774550059,0.0009664607350714505,neutral
1708297321648451982,0.19162316620349884,neutral
1710982536988610673,0.8488598465919495,negative
1710663902344957957,0.547136664390564,negative
1715647265929654463,0.015402409248054028,neutral
1711214042956939286,0.9965625405311584,negative
1716337303256523194,0.44567540287971497,positive
1711253437298696327,0.5659154653549194,negative
1709492741124825308,0.4041833281517029,positive
1714251332352405546,0.00565236434340477,positive
1709041745848332362,0.9869846105575562,negative
1716976068643762537,0.7680175304412842,negative
1708825714538246163,0.26407328248023987,positive
1719225058730885445,0.9972372055053711,negative
1715989555692896389,0.01293813344091177,positive
1711924683493589464,0.001111565507017076,positive
1709139327299858928,0.9900988936424255,negative
1710914004506624503,0.007591639179736376,positive
1717422500982976593,0.0026842020452022552,positive
1730270286623469807,0.006430830806493759,neutral
1723920369042513955,0.05180500075221062,positive
1729040864968921338,0.9989374279975891,negative
1727440159900385406,0.11637987196445465,positive
1730209385434227063,0.006211113650351763,positive
1728233134062555230,0.008926596492528915,neutral
1720044868888830306,0.002974394941702485,positive
1721142883003310201,0.00433802604675293,positive
1727305739310649416,0.0009718546061776578,positive
1726918341032550776,0.02691011317074299,positive
1725091306345820366,0.9936647415161133,negative
1721850942558208290,0.8177849054336548,negative
1725122888305430647,0.9851904511451721,negative
1725066595339522275,0.0012286375276744366,positive
1722846919133896877,0.27957865595817566,positive
1725872884336206195,0.9988603591918945,negative
1721496943409713611,0.9973841309547424,negative
1729049349756469717,0.8218429684638977,negative
1739868584489439375,0.9616982340812683,negative
1733467960042475564,0.06280230730772018,neutral
1733390334733033831,0.9745913743972778,negative
1738817668164300833,0.046437621116638184,neutral
1731183282983964955,0.0022372945677489042,neutral
1738779165028192465,0.353331059217453,positive
1736730094960517476,0.04845654219388962,positive
1739136206544445864,0.005396643653512001,positive
1735169154028851372,0.6472302675247192,negative
1735220847668011394,0.6614693999290466,negative
1739840959603757494,0.00938375573605299,positive
1740253114345881888,0.0016981188673526049,positive
1741512090157027713,0.0008367918198928237,neutral
1736775504366293234,0.001002853037789464,positive
1732716675613819221,0.16773532330989838,neutral
1735292526956097647,0.8898289799690247,negative
1739167777330782671,0.009429641999304295,positive
1730420612785754363,0.9965004920959473,negative
1731810644121272732,0.09258072823286057,positive
1731108876446216367,0.0005709985853172839,positive
1749074498912141657,0.9916985034942627,negative
1743939398817959986,0.682944118976593,negative
1749354580767645728,0.7974841594696045,negative
1750334905274466783,0.9191393256187439,negative
1748556519795290152,0.0005945050506852567,positive
1744230062256525555,0.9967290163040161,negative
1749417223007903902,0.9500875473022461,negative
1750370342797971787,0.9987016916275024,negative
1746749495994675241,0.0020007106941193342,positive
1741784910757798044,0.009503168053925037,positive
1747987671543337039,0.0008980027050711215,neutral
1748901259237892098,0.7703240513801575,negative
1742087353014079941,0.9167578220367432,negative
1748506491852914798,0.5742751955986023,negative
1742032131914879374,0.08741619437932968,positive
1750858589194121241,0.9992861151695251,negative
1745816773008802065,0.006224348675459623,positive
1743323331875783064,0.20002682507038116,neutral
1745664271986671718,0.003008509986102581,neutral
1761406549422211369,0.6366862654685974,negative
1762823603752722565,0.9912151098251343,negative
1757734796451561921,0.005088885314762592,positive
1762782314827022697,0.0613056980073452,positive
1753700290736574644,0.9694364070892334,negative
1763126563720310804,0.02083299681544304,positive
1761360636322426956,0.04202479124069214,positive
1755091186967359876,0.06356582790613174,positive
1754743654894514190,0.08402824401855469,positive
1755804424008798250,0.9935970306396484,negative
1761785733873013092,0.05323723703622818,positive
1755512108932841697,0.9947471022605896,negative
1753791868226490446,0.9983592629432678,negative
1757961644926546247,0.7135874629020691,negative
1757642842368033020,0.9994710087776184,negative
1757072034830618765,0.025541730225086212,positive
1761712578294944045,0.02291872166097164,neutral
1757406850239066600,0.9958335161209106,negative
1772828883316039868,0.04628811776638031,positive
1767869829149769864,0.0033914914820343256,positive
1767032190028923361,0.027802055701613426,positive
1766458814805737621,0.94577956199646,negative
1770350698858766646,0.002832470228895545,positive
1771565996228149323,0.9971364736557007,negative
1768262203009065088,0.025740711018443108,neutral
1765769142769234404,0.9982718229293823,negative
1769893384972595225,0.9954124093055725,negative
1771815621824487517,0.978206992149353,negative
1764846378012869067,0.046909768134355545,positive
1768785281304625244,0.004635530058294535,positive
1763676023076348340,0.9899936318397522,negative
1769589513804993022,0.9982714653015137,negative
1763571182107025698,0.7820076942443848,negative
1764545689751781867,0.9989060163497925,negative
1772256026093408680,0.08073965460062027,positive
1772863628351562057,0.12500905990600586,positive
1773117419399090612,0.02896936424076557,positive
1779367665167204750,0.9954279661178589,negative
1782954694442430904,0.9979429841041565,negative
1784138455427297425,0.5934435129165649,negative
1784709496176259395,0.21861852705478668,positive
1778704554328293828,0.9990088939666748,negative
1779103368151196054,0.47481369972229004,positive
1783084756261052809,0.9927979111671448,negative
1780919231108067693,0.9760794043540955,negative
1777322326453010729,0.4398101568222046,positive
1780569314946621450,0.053926724940538406,positive
1780832200759632274,0.9944753050804138,negative
1780798508351836520,0.9992650151252747,negative
1778203604987642059,0.1933513730764389,positive
1781884593031036965,0.006358249578624964,positive
1783772845497266211,0.12120632827281952,positive
1780204176653607162,0.996292233467102,negative
1781684766393479669,0.9989274144172668,negative
1784981096154763578,0.9830153584480286,negative
1783768471383490588,0.996189534664154,negative
1775301749026570728,0.9815462231636047,negative
1796222753743450164,0.8592316508293152,negative
1792080282113442209,0.9974769949913025,negative
1795408512547471414,0.008631372824311256,neutral
1795479259160662319,0.039093710482120514,neutral
1785856022810398848,0.17910069227218628,neutral
1785996091718357241,0.08083730936050415,positive
1793916000909623705,0.004885415080934763,positive
1796038724318269535,0.049951933324337006,positive
1792898805928517933,0.9982151985168457,negative
1794556769298989543,0.0005805164691992104,neutral
1788072189314666571,0.9990366697311401,negative
1788102463343710414,0.20526370406150818,neutral
1794959026972967081,0.5098904371261597,negative
1794201807239188657,0.0032917854841798544,positive
1795309488393875921,0.24824753403663635,positive
1795433443792486562,0.021039718762040138,positive
1793931527958757613,0.9941652417182922,negative
1792126586755665985,0.02235768921673298,positive
1799044687036334189,0.9969680905342102,negative
1801849885395927520,0.9576320648193359,negative
1800150137408545186,0.2733478546142578,positive
1801252189731696975,0.010672064498066902,neutral
1802342013863391413,0.9991720914840698,negative
1805982845804089529,0.999032735824585,negative
1800460514226843957,0.025408407673239708,neutral
1799360116317454339,0.913679838180542,negative
1805424280764924146,0.49305737018585205,negative
1807308786723651912,0.9984361529350281,negative
1800777092583608502,0.992420494556427,negative
1801509005019517342,0.580917239189148,negative
1803374050041065699,0.009724468924105167,neutral
1797484420284416037,0.9932572841644287,negative
1804468357183496433,0.0036285421811044216,neutral
1801214130222776403,0.9991305470466614,negative
1799056002777764070,0.9115351438522339,negative
1803000539401056575,0.09367924183607101,positive
1813220890760606065,0.9963696002960205,negative
1812442650597007791,0.22595585882663727,neutral
1818123518082715836,0.9390897750854492,negative
1812696025339224469,0.7629948258399963,negative
1814875706989682994,0.04411381110548973,positive
1809791216667525507,0.1197771281003952,positive
1811368089721897301,0.0026431502774357796,neutral
1816366856132812903,0.008367075584828854,positive
1810216296820400567,0.008045478723943233,positive
1811318527665778707,0.9472001194953918,negative
1816816427304910917,0.004652738571166992,positive
1810446611430219808,0.10830353945493698,neutral
1810895476700631338,0.9862797260284424,negative
1809803907088150938,0.018084071576595306,neutral
1809556827979542938,0.024864476174116135,neutral
1813519502510063975,0.47773587703704834,negative
1819018506144538657,0.15500780940055847,positive
1826215784655290570,0.1033947616815567,positive
1829817717509193931,0.0010053373407572508,positive
1819660525602750636,0.9635873436927795,negative
1827920424472375385,0.002733604982495308,neutral
1821037481950900508,0.999096155166626,negative
1826157119672037481,0.9992902278900146,negative
1825747280588321241,0.0073433686047792435,positive
1820751200607973380,0.009188985452055931,positive
1823404878510850153,0.022456534206867218,positive
1824130225413951571,0.012234973721206188,positive
1823762826021990500,0.056349486112594604,positive
1819072701153354214,0.9985659718513489,negative
1827639822435160291,0.9975970387458801,negative
1828762753982488704,0.035745102912187576,positive
1827926384163099060,0.9912657141685486,negative
1826155851402588202,0.9980081915855408,negative
1832988465002402134,0.9853659868240356,negative
1836296102011941348,0.28883734345436096,neutral
1833553200647180731,0.9981122016906738,negative
1840294578366320672,0.18004824221134186,positive
1838113498171322810,0.9985790252685547,negative
1834762237111685470,0.006336090620607138,positive
1835588097733759470,0.012365255504846573,positive
1838987195547623484,0.6657037734985352,negative
1834214085875110245,0.001862148055806756,positive
1837316431245103490,0.7101126909255981,negative
1830104239647178796,0.9983914494514465,negative
1833767713560580173,0.9019405245780945,negative
1830647679711662187,0.026986846700310707,positive
1839233251619254574,0.9988498687744141,negative
1832651008612422005,0.5235180854797363,negative
1840892417052196964,0.04162058234214783,positive
1830237285171990576,0.9711244702339172,negative
1836972067553690046,0.03889091685414314,positive
1830215801682751578,0.9779685139656067,negative
1849394753772916926,0.9587354063987732,negative
1850823641610764429,0.0009432670776732266,neutral
1849045234422022359,0.003237333847209811,positive
1849388717448061055,0.027338791638612747,positive
1843948086496018874,0.999427080154419,negative
1850212309412773889,0.0006026682676747441,positive
1850151268788158917,0.5096428990364075,negative
1845876325888000011,0.0014220045413821936,positive
1851138686915920385,0.9746545553207397,negative
1847050165976551472,0.9853963255882263,negative
1842398823458734569,0.026014570146799088,positive
1845612596789195084,0.9978734254837036,negative
1849731185641128086,0.01793995313346386,neutral
1848007583879090638,0.9983526468276978,negative
1848309806110736675,0.9805436730384827,negative
1840969702526632172,0.021107634529471397,positive
1846408423774343392,0.9436285495758057,negative
1845357027125755933,0.8901007771492004,negative
1859093555723333797,0.9944696426391602,negative
1857424898538512821,0.006290593650192022,positive
1862715169190903937,0.2437736839056015,positive
1856658674678382596,0.0030235834419727325,positive
1857597245551776212,0.7669692635536194,negative
1855613305534210090,0.0620434507727623,positive
1852662109269872680,0.09370233118534088,neutral
1861280973385801785,0.08354084193706512,positive
1857988758798479487,0.9992865920066833,negative
1857278529437868476,0.001421110238879919,positive
1857699674964001243,0.0009059028816409409,positive
1862349660352069804,0.008245627395808697,positive
1855863073065865336,0.997183084487915,negative
1858808622933045489,0.012060126289725304,neutral
1853772515690361308,0.7898674607276917,negative
1854000888224108982,0.9902839064598083,negative
1857008925066862955,0.0365375280380249,neutral
1858311957381783608,0.01952425017952919,positive
1857037893320970289,0.972743809223175,negative
1854359250220503326,0.0082946652546525,positive
1869332791365960081,0.9976146221160889,negative
1863495766809202966,0.9639614820480347,negative
1868506139606028505,0.4675651490688324,neutral
1868998659104510003,0.11982177942991257,positive
1869705365958652033,0.9835417866706848,negative
1864130643627790404,0.00403740955516696,neutral
1865283315370168644,0.001380802714265883,neutral
1872544470329335853,0.9934811592102051,negative
1869287522293129462,0.9866254329681396,negative
1868963557532221544,0.003123021451756358,positive
1869227710402445603,0.10661529749631882,neutral
1868975011010429350,0.2806541919708252,positive
1873924284831461489,0.9472584128379822,negative
1869614630206919131,0.9912448525428772,negative
1866667202402980084,0.018743695691227913,positive
1866058598331384208,0.0020724418573081493,neutral
1868590962966180252,0.00232519069686532,positive
1870133054355976355,0.9983806610107422,negative
1869375188430971198,0.005230732727795839,neutral
1872253083071533532,0.14104560017585754,neutral
1879395605430284649,0.11962063610553741,neutral
1875774888134549794,0.17496919631958008,positive
1882252493775925383,0.006292971782386303,positive
1876244599959912720,0.0017229143995791674,positive
1875521053528887487,0.004115406423807144,positive
1877205268359950401,0.5866081714630127,negative
1877961366826262864,0.13822323083877563,positive
1878773421385121797,0.0019340593134984374,positive
1884729687324450943,0.9941098690032959,negative
1877283251884052801,0.08095275610685349,neutral
1884808249343623330,0.02073407545685768,positive
1883043048894161184,0.061793066561222076,positive
1878004094163710330,0.8408215045928955,negative
1875060885993226354,0.005809041205793619,positive
1882766200792633731,0.0013449983671307564,positive
1884462423152943160,0.9843907952308655,negative
1876093288949916002,0.015073481015861034,positive
1877960256132727267,0.06567943841218948,positive
1880419659943694574,0.9988887906074524,negative
1894354166463828153,0.9989511966705322,negative
1891589107937083642,0.9982409477233887,negative
1889519777787564337,0.9967988729476929,negative
1889604068189892698,0.43883848190307617,positive
1886070770222367046,0.9846965074539185,negative
1889974568888271302,0.019059164449572563,positive
1886604444751815018,0.0016601970419287682,neutral
1891298028042011051,0.9950653910636902,negative
1886658258175451342,0.9985862970352173,negative
1890372931219308851,0.9880639910697937,negative
1887723716341363192,0.03889654576778412,positive
1889543387507990865,0.019756190478801727,positive
1893939929069011302,0.026754440739750862,neutral
1888952272958439619,0.2158791869878769,neutral
1886408710031093957,0.9903145432472229,negative
1894188593759096875,0.16417594254016876,positive
1886197254866047257,0.9981726408004761,negative
1886673594857513124,0.9894810914993286,negative
1894044932811162109,0.747348427772522,negative
1887086775237239234,0.9990783929824829,negative
1906028605848641889,0.9984105825424194,negative
1906481776547205429,0.9962161183357239,negative
1901892982812655864,0.9989064931869507,negative
1901528963605987797,0.9930319786071777,negative
1902517967759536183,0.9989622831344604,negative
1901658662802006324,0.9974665641784668,negative
1897976271113531611,0.9206157326698303,negative
1901513313063764459,0.20246942341327667,positive
1897157746346393729,0.006415101699531078,neutral
1906394788884279679,0.030643489211797714,neutral
1900720499279470857,0.1031390130519867,positive
1902995455232918008,0.9976015686988831,negative
1900772998367297970,0.006177824921905994,positive
1899301438695878929,0.994662344455719,negative
1897811637165551878,0.9974589943885803,negative
1896811206721376277,0.9621838927268982,negative
