date,usd_idr,idr_usd
2025-06-03,16319.0,6.1278265e-05
2025-06-04,16314.0,6.1297045e-05
2025-06-05,16256.0,6.1515748e-05
2025-06-06,16314.0,6.1297045e-05
2025-06-09,16289.0,6.1391123e-05
2025-06-10,16265.0,6.1481709e-05
2025-06-11,16282.0,6.1417516e-05
2025-06-12,16221.0,6.164848e-05
2025-06-13,16317.0,6.1285776e-05
2025-06-16,16287.0,6.1398662e-05
2025-06-17,16297.0,6.1360987e-05
2025-06-18,16361.0,6.1120958e-05
2025-06-19,16384.0,6.1035156e-05
2025-06-20,16404.0,6.0960741e-05
2025-06-23,16502.0,6.0598715e-05
2025-06-24,16324.0,6.1259495e-05
2025-06-25,16308.0,6.1319598e-05
2025-06-26,16238.0,6.1583939e-05
2025-06-27,16213.0,6.16789e-05
2025-06-30,16230.0,6.1614295e-05
2025-07-01,16203.0,6.1716966e-05
2025-07-02,16239.0,6.1580147e-05
2025-07-03,16221.0,6.164848e-05
2025-07-04,16194.0,6.1751266e-05
2025-07-07,16252.0,6.1530889e-05
2025-07-08,16272.0,6.1455261e-05
2025-07-09,16262.0,6.1493051e-05
2025-07-10,16237.0,6.1587732e-05
2025-07-11,16217.0,6.1663686e-05
2025-07-14,16275.0,6.1443932e-05
2025-07-15,16263.0,6.148927e-05
2025-07-16,16296.0,6.1364752e-05
2025-07-17,16349.0,6.1165821e-05
2025-07-18,16306.0,6.1327119e-05
2025-07-21,16314.0,6.1297045e-05
2025-07-22,16316.0,6.1289532e-05
2025-07-23,16295.0,6.1368518e-05
2025-07-24,16294.0,6.1372284e-05
2025-07-25,16337.0,6.1210749e-05
2025-07-28,16376.0,6.1064973e-05
2025-07-29,16412.0,6.0931026e-05
2025-07-30,16411.0,6.0934739e-05
2025-07-31,16497.0,6.0617082e-05
2025-08-01,16520.0,6.0532688e-05
2025-08-04,16373.0,6.1076162e-05
2025-08-05,16380.0,6.1050061e-05
2025-08-06,16358.0,6.1132168e-05
2025-08-07,16309.0,6.1315838e-05
2025-08-08,16261.0,6.1496833e-05
2025-08-11,16310.0,6.1312078e-05
2025-08-12,16311.0,6.130832e-05
2025-08-13,16128.0,6.2003968e-05
2025-08-14,16104.0,6.2096374e-05
2025-08-15,16183.0,6.179324e-05
2025-08-18,16220.0,6.1652281e-05
2025-08-19,16256.0,6.1515748e-05
2025-08-20,16282.0,6.1417516e-05
2025-08-21,16317.0,6.1285776e-05
2025-08-22,16374.0,6.1072432e-05
2025-08-25,16245.0,6.1557402e-05
2025-08-26,16313.0,6.1300803e-05
2025-08-27,16423.0,6.0890215e-05
2025-08-28,16322.0,6.1267002e-05
2025-08-29,16475.0,6.0698027e-05
2025-09-01,16431.0,6.0860568e-05
2025-09-02,16409.0,6.0942166e-05
2025-09-03,16452.0,6.0782884e-05
2025-09-04,16445.0,6.0808756e-05
2025-09-05,16420.0,6.090134e-05
2025-09-08,16526.0,6.051071e-05
2025-09-09,16423.0,6.0890215e-05
2025-09-10,16487.0,6.0653848e-05
2025-09-11,16484.0,6.0664887e-05
2025-09-12,16439.0,6.0830951e-05
2025-09-15,16418.0,6.0908759e-05
2025-09-16,16408.0,6.094588e-05
2025-09-17,16463.0,6.0742271e-05
2025-09-18,16545.0,6.0441221e-05
2025-09-19,16651.0,6.0056453e-05
2025-09-22,16583.0,6.030272e-05
2025-09-23,16654.0,6.0045635e-05
2025-09-24,16699.0,5.9883825e-05
2025-09-25,16784.0,5.9580553e-05
2025-09-26,16709.0,5.9847986e-05
2025-09-29,16671.0,5.9984404e-05
2025-09-30,16676.0,5.9966419e-05
2025-10-01,16632.0,6.012506e-05
2025-10-02,16616.0,6.0182956e-05
2025-10-03,16565.0,6.0368246e-05
2025-10-06,16615.0,6.0186578e-05
2025-10-07,16570.0,6.035003e-05
2025-10-08,16595.0,6.0259114e-05
2025-10-09,16560.0,6.0386473e-05
2025-10-10,16590.0,6.0277275e-05
2025-10-13,16582.0,6.0306356e-05
2025-10-14,16629.0,6.0135907e-05
2025-10-15,16602.0,6.0233707e-05
2025-10-16,16607.0,6.0215572e-05
2025-10-17,16579.0,6.0317269e-05
2025-10-20,16563.0,6.0375536e-05
2025-10-21,16605.0,6.0222824e-05
2025-10-22,16619.0,6.0172092e-05
2025-10-23,16625.0,6.0150376e-05
2025-10-24,16608.0,6.0211946e-05
2025-10-27,16619.0,6.0172092e-05
2025-10-28,16616.0,6.0182956e-05
2025-10-29,16562.0,6.0379181e-05
2025-10-30,16666.0,6.00024e-05
2025-10-31,16662.0,6.0016805e-05
2025-11-03,16710.0,5.9844405e-05
2025-11-04,16721.0,5.9805036e-05
2025-11-05,16704.0,5.98659e-05
2025-11-06,16677.0,5.9962823e-05
2025-11-07,16698.0,5.9887412e-05
2025-11-10,16693.0,5.990535e-05
2025-11-11,16727.0,5.9783583e-05
2025-11-12,16761.0,5.9662311e-05
2025-11-13,16711.0,5.9840823e-05
2025-11-14,16702.0,5.9873069e-05
2025-11-17,16735.0,5.9755004e-05
2025-11-18,16756.0,5.9680115e-05
2025-11-19,16718.0,5.9815767e-05
2025-11-20,16749.0,5.9705057e-05
2025-11-21,16718.0,5.9815767e-05
2025-11-24,16633.0,6.0121445e-05
2025-11-25,16609.0,6.0208321e-05
2025-11-26,16649.0,6.0063667e-05
2025-11-27,16640.0,6.0096154e-05
2025-11-28,16660.0,6.002401e-05
2025-12-01,16590.0,6.0277275e-05
2025-12-02,16625.0,6.0150376e-05
2025-12-03,16623.0,6.0157613e-05
2025-12-04,16655.0,6.0042029e-05
2025-12-05,16672.0,5.9980806e-05
2025-12-08,16693.0,5.990535e-05
2025-12-09,16674.0,5.9973612e-05
2025-12-10,16683.0,5.9941258e-05
2025-12-11,16676.0,5.9966419e-05
2025-12-12,16652.0,6.0052847e-05
2025-12-15,16683.0,5.9941258e-05
2025-12-16,16665.0,6.0006001e-05
2025-12-17,16692.0,5.9908938e-05
2025-12-18,16717.0,5.9819346e-05
2025-12-19,16736.0,5.9751434e-05
2025-12-22,16776.0,5.9608965e-05
2025-12-23,16787.0,5.9569905e-05
2025-12-24,16747.0,5.9712187e-05
2025-12-29,16771.0,5.9626737e-05
2025-12-30,16765.0,5.9648076e-05
2025-12-31,16716.0,5.9822924e-05
2026-01-02,16716.0,5.9822924e-05
2026-01-05,16740.0,5.9737157e-05
2026-01-06,16770.0,5.9630292e-05
2026-01-07,16768.0,5.9637405e-05
2026-01-08,16836.0,5.9396531e-05
2026-01-09,16860.0,5.9311981e-05
2026-01-12,16893.0,5.9196117e-05
2026-01-13,16864.0,5.9297913e-05
2026-01-14,16872.0,5.9269796e-05
2026-01-15,16897.0,5.9182103e-05
2026-01-16,16918.0,5.9108642e-05
2026-01-19,16974.0,5.8913633e-05
2026-01-20,16946.0,5.9010976e-05
2026-01-21,16911.0,5.9133109e-05
2026-01-22,16875.0,5.9259259e-05
2026-01-23,16823.0,5.944243e-05
2026-01-26,16778.0,5.960186e-05
2026-01-27,16716.0,5.9822924e-05
2026-01-28,16742.0,5.973002e-05
2026-01-29,16782.0,5.9587653e-05
2026-01-30,16788.0,5.9566357e-05
2026-02-02,16799.0,5.9527353e-05
2026-02-03,16770.0,5.9630292e-05
2026-02-04,16794.0,5.9545076e-05
2026-02-05,16867.0,5.9287366e-05
2026-02-06,16873.0,5.9266283e-05
2026-02-09,16827.0,5.94283e-05
2026-02-10,16787.0,5.9569905e-05
2026-02-11,16800.0,5.952381e-05
2026-02-12,16830.0,5.9417706e-05
2026-02-13,16823.0,5.944243e-05
2026-02-16,16818.0,5.9460102e-05
2026-02-17,16829.0,5.9421237e-05
2026-02-18,16885.0,5.9224163e-05
2026-02-19,16918.0,5.9108642e-05
2026-02-20,16889.0,5.9210137e-05
2026-02-23,16822.0,5.9445964e-05
2026-02-24,16833.0,5.9407117e-05
2026-02-25,16814.0,5.9474248e-05
2026-02-26,16767.0,5.9640961e-05
2026-02-27,16801.0,5.9520267e-05
2026-03-02,16876.0,5.9255748e-05
2026-03-03,16895.0,5.9189109e-05
2026-03-04,16855.0,5.9329576e-05
2026-03-05,16909.0,5.9140103e-05
2026-03-06,16973.0,5.8917104e-05
2026-03-09,16942.0,5.9024909e-05
2026-03-10,16866.0,5.9290881e-05
2026-03-11,16898.0,5.9178601e-05
2026-03-12,16886.0,5.9220656e-05
2026-03-13,16900.0,5.9171598e-05
2026-03-16,16965.0,5.8944887e-05
2026-03-17,16958.0,5.8969218e-05
2026-03-18,16994.0,5.8844298e-05
2026-03-19,16961.0,5.8958788e-05
2026-03-20,16925.0,5.9084195e-05
2026-03-23,16896.0,5.9185606e-05
2026-03-24,16891.0,5.9203126e-05
2026-03-25,16858.0,5.9319018e-05
2026-03-26,16917.0,5.9112136e-05
2026-03-27,16983.0,5.8882412e-05
2026-03-30,17018.0,5.8761312e-05
2026-03-31,16965.0,5.8944887e-05
2026-04-01,16914.0,5.912262e-05
2026-04-02,17011.0,5.8785492e-05
2026-04-07,17070.0,5.8582308e-05
2026-04-08,16976.0,5.8906692e-05
2026-04-09,17097.0,5.8489794e-05
2026-04-10,17095.0,5.8496636e-05
2026-04-13,17188.0,5.8180126e-05
2026-04-14,17131.0,5.8373708e-05
2026-04-15,17154.0,5.8295441e-05
2026-04-16,17140.0,5.8343057e-05
2026-04-17,17180.0,5.8207218e-05
2026-04-20,17129.0,5.8380524e-05
2026-04-21,17128.0,5.8383933e-05
2026-04-22,17199.0,5.8142915e-05
2026-04-23,17276.0,5.7883769e-05
2026-04-24,17244.0,5.7991185e-05
2026-04-27,17209.0,5.8109129e-05
2026-04-28,17284.0,5.7856978e-05
2026-04-29,17348.0,5.7643532e-05
2026-04-30,17346.0,5.7650179e-05
2026-05-04,17409.0,5.7441553e-05
2026-05-05,17453.0,5.729674e-05
2026-05-06,17328.0,5.7710065e-05
2026-05-07,17298.0,5.7810151e-05
2026-05-08,17366.0,5.7583784e-05
2026-05-11,17425.0,5.7388809e-05
2026-05-12,17497.0,5.7152655e-05
2026-05-13,17496.0,5.7155921e-05
2026-05-14,17465.0,5.7257372e-05
2026-05-15,17589.0,5.6853715e-05
2026-05-18,17683.0,5.655149e-05
2026-05-19,17743.0,5.6360255e-05
2026-05-20,17701.0,5.6493983e-05
2026-05-21,17677.0,5.6570685e-05
2026-05-22,17695.0,5.6513139e-05
2026-05-25,17734.0,5.6388858e-05
2026-05-26,17835.0,5.6069526e-05
2026-05-27,17837.0,5.6063239e-05
2026-05-28,17851.0,5.6019271e-05
2026-05-29,17816.0,5.6129322e-05
2026-06-01,17835.0,5.6069526e-05
2026-06-02,17827.0,5.6094688e-05
2026-06-03,17962.0,5.5673088e-05
2026-06-04,18026.0,5.5475424e-05
2026-06-05,18070.0,5.5340343e-05
2026-06-08,18151.0,5.5093383e-05
2026-06-09,17950.0,5.5710306e-05
2026-06-10,17910.0,5.5834729e-05
2026-06-11,17974.0,5.5635919e-05
2026-06-12,17788.0,5.6217675e-05
2026-06-15,17719.0,5.6436593e-05
2026-06-16,17721.0,5.6430224e-05
2026-06-17,17803.0,5.6170308e-05
2026-06-18,17875.0,5.5944056e-05
2026-06-19,17808.0,5.6154537e-05
